#pacId	locusName	transcriptName	peptideName	Pfam	Panther	KOG	ec	KO	GO	Best-hit-arabi-name	arabi-symbol	arabi-defline
42452602	Gohir.D05G171200	Gohir.D05G171200.1	Gohir.D05G171200.1.p	PF01946	PTHR10617,PTHR10617:SF115	KOG2960		K03146		AT5G54770.1	THI1,THI4,TZ	thiazole biosynthetic enzyme, chloroplast (ARA6) (THI1) (THI4)
42454209	Gohir.D05G171300	Gohir.D05G171300.1	Gohir.D05G171300.1.p	PF01535,PF13041	PTHR24015,PTHR24015:SF637					AT4G21170.1		Tetratricopeptide repeat (TPR)-like superfamily protein
42453435	Gohir.D05G171400	Gohir.D05G171400.1	Gohir.D05G171400.1.p	PF04756	PTHR12692,PTHR12692:SF0	KOG2603		K12669		AT1G61790.1		Oligosaccharyltransferase complex/magnesium transporter family protein
42452812	Gohir.D05G171500	Gohir.D05G171500.1	Gohir.D05G171500.1.p	PF02136	PTHR12612,PTHR12612:SF10	KOG2104			GO:0006810,GO:0005622	AT1G11570.2	NTL	NTF2-like
42455388	Gohir.D05G171600	Gohir.D05G171600.1	Gohir.D05G171600.1.p	PF04043,PF01095	PTHR31707,PTHR31707:SF32		3.1.1.11	K01051	GO:0004857,GO:0042545,GO:0030599,GO:0005618	AT1G11580.1	ATPMEPCRA,PMEPCRA	methylesterase PCR A
42455758	Gohir.D05G171700	Gohir.D05G171700.1	Gohir.D05G171700.1.p	PF00786	PTHR23177,PTHR23177:SF27					AT4G04900.1	RIC10	ROP-interactive CRIB motif-containing protein 10
42455759	Gohir.D05G171700	Gohir.D05G171700.2	Gohir.D05G171700.2.p	PF00786	PTHR23177,PTHR23177:SF27					AT4G04900.1	RIC10	ROP-interactive CRIB motif-containing protein 10
42455347	Gohir.D05G171800	Gohir.D05G171800.2	Gohir.D05G171800.2.p	PF00849	PTHR11079,PTHR11079:SF79	KOG1919	5.4.99.29,5.4.99.28		GO:0009982,GO:0009451,GO:0003723,GO:0001522	AT4G21770.1		Pseudouridine synthase family protein
42455348	Gohir.D05G171800	Gohir.D05G171800.3	Gohir.D05G171800.3.p	PF00849	PTHR11079,PTHR11079:SF79	KOG1919	5.4.99.29,5.4.99.28		GO:0009982,GO:0009451,GO:0003723,GO:0001522	AT4G21770.1		Pseudouridine synthase family protein
42450306	Gohir.D05G171900	Gohir.D05G171900.2	Gohir.D05G171900.2.p	PF00514,PF01734	PTHR24185,PTHR24185:SF1				GO:0005515,GO:0006629	AT1G61850.2		phospholipases;galactolipases
42450307	Gohir.D05G171900	Gohir.D05G171900.3	Gohir.D05G171900.3.p	PF00514,PF01734	PTHR24185,PTHR24185:SF1				GO:0005515,GO:0006629	AT1G61850.2		phospholipases;galactolipases
42455470	Gohir.D05G172000	Gohir.D05G172000.1	Gohir.D05G172000.1.p	PF06454	PTHR31142,PTHR31142:SF6					AT4G21790.1	ATTOM1,TOM1	tobamovirus multiplication 1
42451696	Gohir.D05G172100	Gohir.D05G172100.1	Gohir.D05G172100.1.p	PF04511	PTHR11009	KOG0858		K13989		AT4G04860.1	DER2.2	DERLIN-2.2
42449935	Gohir.D05G172150	Gohir.D05G172150.1	Gohir.D05G172150.1.p									
42449762	Gohir.D05G172200	Gohir.D05G172200.2	Gohir.D05G172200.2.p									
42451099	Gohir.D05G172300	Gohir.D05G172300.1	Gohir.D05G172300.1.p		PTHR33784,PTHR33784:SF4					AT1G67623.1		F-box family protein
42452505	Gohir.D05G172400	Gohir.D05G172400.1	Gohir.D05G172400.1.p	PF00011	PTHR11527,PTHR11527:SF97			K13993		AT4G21870.1		HSP20-like chaperones superfamily protein
42451185	Gohir.D05G172500	Gohir.D05G172500.1	Gohir.D05G172500.1.p	PF01753	PTHR12298,PTHR12298:SF22					AT4G21890.1		
42451186	Gohir.D05G172500	Gohir.D05G172500.2	Gohir.D05G172500.2.p	PF01753	PTHR12298,PTHR12298:SF22					AT4G21890.1		
42453209	Gohir.D05G172600	Gohir.D05G172600.1	Gohir.D05G172600.1.p		PTHR34682,PTHR34682:SF2					AT5G52890.2		AT hook motif-containing protein
42455274	Gohir.D05G172700	Gohir.D05G172700.1	Gohir.D05G172700.1.p	PF01458	PTHR30508,PTHR30508:SF1				GO:0016226	AT4G04770.1	ABC1,ATABC1,ATNAP1,LAF6	ATP binding cassette protein 1
42451260	Gohir.D05G172800	Gohir.D05G172800.1	Gohir.D05G172800.1.p		PTHR35687,PTHR35687:SF1					AT1G11655.1		
42451563	Gohir.D05G172900	Gohir.D05G172900.2	Gohir.D05G172900.2.p	PF08263	PTHR27003,PTHR27003:SF115		2.7.11.1			AT3G05990.1		Leucine-rich repeat (LRR) family protein
42453042	Gohir.D05G173000	Gohir.D05G173000.1	Gohir.D05G173000.1.p	PF01554	PTHR11206,PTHR11206:SF140	KOG1347		K03327	GO:0055085,GO:0016020,GO:0015297,GO:0015238,GO:0006855	AT3G21690.1		MATE efflux family protein
42451238	Gohir.D05G173050	Gohir.D05G173050.1	Gohir.D05G173050.1.p		PTHR33647,PTHR33647:SF4					AT4G21920.1		
42450744	Gohir.D05G173100	Gohir.D05G173100.1	Gohir.D05G173100.1.p	PF04520	PTHR33083,PTHR33083:SF11					AT1G11700.1		Protein of unknown function, DUF584
42455390	Gohir.D05G173200	Gohir.D05G173200.1	Gohir.D05G173200.1.p	PF00141	PTHR31235,PTHR31235:SF69		1.11.1.7	K00430	GO:0055114,GO:0020037,GO:0006979,GO:0004601	AT4G21960.1	PRXR1	Peroxidase superfamily protein
42454931	Gohir.D05G173300	Gohir.D05G173300.1	Gohir.D05G173300.1.p	PF13854,PF01344,PF13964,PF02475,PF02676	PTHR23245,PTHR23245:SF31	KOG1227	2.1.1.282,2.5.1.114	K15450	GO:0005515	AT4G04670.1		Met-10+ like family protein / kelch repeat-containing protein
42454932	Gohir.D05G173300	Gohir.D05G173300.3	Gohir.D05G173300.3.p	PF13854,PF01344,PF13964,PF02475	PTHR23245,PTHR23245:SF31	KOG1227	2.1.1.282,2.5.1.114		GO:0005515	AT4G04670.1		Met-10+ like family protein / kelch repeat-containing protein
42450399	Gohir.D05G173400	Gohir.D05G173400.1	Gohir.D05G173400.1.p	PF14413,PF04446	PTHR12729,PTHR12729:SF6	KOG2721	2.7.7.79	K10761	GO:0008193,GO:0006400,GO:0000287	AT2G32320.1		tRNAHis guanylyltransferase
42450400	Gohir.D05G173400	Gohir.D05G173400.2	Gohir.D05G173400.2.p	PF04446,PF14413	PTHR12729,PTHR12729:SF6	KOG2721	2.7.7.79		GO:0008193,GO:0006400,GO:0000287	AT2G32320.1		tRNAHis guanylyltransferase
42450401	Gohir.D05G173400	Gohir.D05G173400.3	Gohir.D05G173400.3.p	PF04446,PF14413	PTHR12729,PTHR12729:SF6	KOG2721	2.7.7.79		GO:0008193,GO:0006400,GO:0000287	AT2G32320.1		tRNAHis guanylyltransferase
42450402	Gohir.D05G173400	Gohir.D05G173400.4	Gohir.D05G173400.4.p	PF14413,PF04446	PTHR12729,PTHR12729:SF6	KOG2721	2.7.7.79		GO:0008193,GO:0006400,GO:0000287	AT2G32320.1		tRNAHis guanylyltransferase
42450403	Gohir.D05G173400	Gohir.D05G173400.5	Gohir.D05G173400.5.p	PF14413,PF04446	PTHR12729,PTHR12729:SF6	KOG2721	2.7.7.79		GO:0008193,GO:0006400,GO:0000287	AT2G32320.1		tRNAHis guanylyltransferase
42454676	Gohir.D05G173500	Gohir.D05G173500.1	Gohir.D05G173500.1.p	PF08323,PF16760	PTHR12526,PTHR12526:SF341		2.4.1.21			AT1G11720.2	ATSS3,SS3	starch synthase 3
42449785	Gohir.D05G173600	Gohir.D05G173600.1	Gohir.D05G173600.1.p	PF04520	PTHR33083,PTHR33083:SF4					AT4G21970.1		Protein of unknown function, DUF584
42449784	Gohir.D05G173600	Gohir.D05G173600.2	Gohir.D05G173600.2.p	PF04520	PTHR33083,PTHR33083:SF4					AT4G21970.1		Protein of unknown function, DUF584
42450251	Gohir.D05G173700	Gohir.D05G173700.1	Gohir.D05G173700.1.p	PF13334,PF01762	PTHR11214,PTHR11214:SF109	KOG2288	2.4.1.134		GO:0016020,GO:0008378,GO:0006486	AT1G11730.1		Galactosyltransferase family protein
42450253	Gohir.D05G173700	Gohir.D05G173700.2	Gohir.D05G173700.2.p	PF13334,PF01762	PTHR11214,PTHR11214:SF109	KOG2288	2.4.1.134		GO:0016020,GO:0008378,GO:0006486	AT1G05170.2		Galactosyltransferase family protein
42450254	Gohir.D05G173700	Gohir.D05G173700.3	Gohir.D05G173700.3.p	PF13334,PF01762	PTHR11214,PTHR11214:SF109		2.4.1.134		GO:0016020,GO:0008378,GO:0006486	AT1G05170.2		Galactosyltransferase family protein
42450252	Gohir.D05G173700	Gohir.D05G173700.4	Gohir.D05G173700.4.p	PF13334,PF01762	PTHR11214,PTHR11214:SF109	KOG2288	2.4.1.134		GO:0016020,GO:0008378,GO:0006486	AT1G05170.2		Galactosyltransferase family protein
42450255	Gohir.D05G173700	Gohir.D05G173700.5	Gohir.D05G173700.5.p	PF01762	PTHR11214,PTHR11214:SF109	KOG2288	2.4.1.134		GO:0016020,GO:0008378,GO:0006486	AT1G05170.2		Galactosyltransferase family protein
42450520	Gohir.D05G173750	Gohir.D05G173750.1	Gohir.D05G173750.1.p	PF08137	PTHR33102					AT4G35783.1	DVL17,RTFL6	ROTUNDIFOLIA like 6
42453920	Gohir.D05G173800	Gohir.D05G173800.1	Gohir.D05G173800.1.p	PF04110	PTHR10969,PTHR10969:SF43	KOG1654		K08341	GO:0005737,GO:0000045	AT1G62040.2	ATG8C	Ubiquitin-like superfamily protein
42454436	Gohir.D05G173900	Gohir.D05G173900.1	Gohir.D05G173900.1.p		PTHR33386,PTHR33386:SF3					AT1G11740.1		ankyrin repeat family protein
42453622	Gohir.D05G174000	Gohir.D05G174000.1	Gohir.D05G174000.1.p	PF07731,PF07732,PF00394	PTHR11709,PTHR11709:SF11		1.10.3.3		GO:0055114,GO:0016491,GO:0005507	AT4G22010.1	sks4	SKU5  similar 4
42453623	Gohir.D05G174000	Gohir.D05G174000.2	Gohir.D05G174000.2.p	PF07732,PF00394	PTHR11709,PTHR11709:SF11		1.10.3.2		GO:0005507,GO:0055114,GO:0016491	AT4G22010.1	sks4	SKU5  similar 4
42450613	Gohir.D05G174100	Gohir.D05G174100.1	Gohir.D05G174100.1.p	PF07983,PF00332	PTHR32227,PTHR32227:SF120		3.2.1.39		GO:0005975,GO:0004553	AT1G11820.2		O-Glycosyl hydrolases family 17 protein
42453983	Gohir.D05G174200	Gohir.D05G174200.1	Gohir.D05G174200.1.p	PF00085,PF01507	PTHR23293,PTHR23293:SF11	KOG0189	1.8.4.10	K05907	GO:0045454,GO:0008152,GO:0003824	AT4G21990.1	APR3,ATAPR3,PRH-26,PRH26	APS reductase 3
42454245	Gohir.D05G174300	Gohir.D05G174300.2	Gohir.D05G174300.2.p		PTHR13167,PTHR13167:SF45				GO:0016021,GO:0008381	AT2G48060.1		
42454246	Gohir.D05G174300	Gohir.D05G174300.3	Gohir.D05G174300.3.p		PTHR13167,PTHR13167:SF45				GO:0016021,GO:0008381	AT2G48060.1		
42454247	Gohir.D05G174300	Gohir.D05G174300.4	Gohir.D05G174300.4.p		PTHR13167,PTHR13167:SF45				GO:0016021,GO:0008381	AT2G48060.1		
42453389	Gohir.D05G174400	Gohir.D05G174400.2	Gohir.D05G174400.2.p									
42453923	Gohir.D05G174500	Gohir.D05G174500.1	Gohir.D05G174500.1.p	PF08640	PTHR23271,PTHR23271:SF1	KOG2396		K14557		AT4G28200.1		
42452519	Gohir.D05G174600	Gohir.D05G174600.1	Gohir.D05G174600.1.p	PF08669,PF01571	PTHR13847,PTHR13847:SF5		2.1.2.10	K00605	GO:0006546,GO:0004047	AT1G11860.1		Glycine cleavage T-protein family
42452520	Gohir.D05G174600	Gohir.D05G174600.2	Gohir.D05G174600.2.p	PF08669,PF01571	PTHR13847,PTHR13847:SF5		2.1.2.10	K00605	GO:0006546,GO:0004047	AT1G11860.2		Glycine cleavage T-protein family
42452518	Gohir.D05G174600	Gohir.D05G174600.3	Gohir.D05G174600.3.p	PF08669,PF01571	PTHR13847,PTHR13847:SF5		2.1.2.10	K00605	GO:0006546,GO:0004047	AT1G11860.3		Glycine cleavage T-protein family
42455418	Gohir.D05G174700	Gohir.D05G174700.1	Gohir.D05G174700.1.p	PF14476	PTHR33358,PTHR33358:SF2					AT4G22030.1		F-box family protein with a domain of unknown function (DUF295)
42451543	Gohir.D05G174800	Gohir.D05G174800.1	Gohir.D05G174800.1.p	PF14476	PTHR33358,PTHR33358:SF2					AT4G22030.1		F-box family protein with a domain of unknown function (DUF295)
42453362	Gohir.D05G174900	Gohir.D05G174900.1	Gohir.D05G174900.1.p	PF04117	PTHR11266,PTHR11266:SF15	KOG1944		K13347	GO:0016021	AT4G04470.1	PMP22	Peroxisomal membrane 22 kDa (Mpv17/PMP22) family protein
42452998	Gohir.D05G175000	Gohir.D05G175000.2	Gohir.D05G175000.2.p	PF00069	PTHR24361,PTHR24361:SF380	KOG0198	2.7.11.25		GO:0006468,GO:0005524,GO:0004672	AT5G55090.1	MAPKKK15	mitogen-activated protein kinase kinase kinase 15
42455520	Gohir.D05G175100	Gohir.D05G175100.1	Gohir.D05G175100.1.p	PF03106	PTHR31429,PTHR31429:SF16				GO:0043565,GO:0006355,GO:0003700	AT1G62300.1	ATWRKY6,WRKY6	WRKY family transcription factor
42450223	Gohir.D05G175200	Gohir.D05G175200.1	Gohir.D05G175200.1.p	PF04885	PTHR33227,PTHR33227:SF4					AT1G11925.1		Stigma-specific Stig1 family protein
42455391	Gohir.D05G175300	Gohir.D05G175300.1	Gohir.D05G175300.1.p	PF04885	PTHR33227,PTHR33227:SF4					AT1G11925.1		Stigma-specific Stig1 family protein
42453259	Gohir.D05G175400	Gohir.D05G175400.1	Gohir.D05G175400.1.p	PF04885	PTHR33227,PTHR33227:SF4					AT1G11925.1		Stigma-specific Stig1 family protein
42455003	Gohir.D05G175500	Gohir.D05G175500.1	Gohir.D05G175500.1.p	PF04885	PTHR33227,PTHR33227:SF4					AT1G11925.1		Stigma-specific Stig1 family protein
42453745	Gohir.D05G175600	Gohir.D05G175600.1	Gohir.D05G175600.1.p		PTHR23130,PTHR23130:SF98					AT3G25290.2		Auxin-responsive family protein
42449491	Gohir.D05G175700	Gohir.D05G175700.1	Gohir.D05G175700.1.p	PF14703,PF13967,PF02714	PTHR13018,PTHR13018:SF47				GO:0016020	AT4G22120.6		ERD (early-responsive to dehydration stress) family protein
42450312	Gohir.D05G175800	Gohir.D05G175800.1	Gohir.D05G175800.1.p	PF10250	PTHR31933,PTHR31933:SF4					AT1G62330.1		O-fucosyltransferase family protein
42450313	Gohir.D05G175800	Gohir.D05G175800.2	Gohir.D05G175800.2.p	PF10250	PTHR31933,PTHR31933:SF4					AT1G62330.1		O-fucosyltransferase family protein
42453181	Gohir.D05G175900	Gohir.D05G175900.1	Gohir.D05G175900.1.p	PF00628,PF01426	PTHR12505				GO:0005515,GO:0003682	AT4G22140.2	EBS	PHD finger family protein / bromo-adjacent homology (BAH) domain-containing protein
42454650	Gohir.D05G176000	Gohir.D05G176000.2	Gohir.D05G176000.2.p	PF00573	PTHR10746	KOG1624		K02926	GO:0006412,GO:0005840,GO:0003735	AT2G20060.1		Ribosomal protein L4/L1 family
42454652	Gohir.D05G176000	Gohir.D05G176000.4	Gohir.D05G176000.4.p	PF00573	PTHR10746	KOG1624		K02926	GO:0006412,GO:0005840,GO:0003735	AT2G20060.1		Ribosomal protein L4/L1 family
42454651	Gohir.D05G176000	Gohir.D05G176000.5	Gohir.D05G176000.5.p	PF00573	PTHR10746	KOG1624		K02926	GO:0006412,GO:0005840,GO:0003735	AT2G20060.1		Ribosomal protein L4/L1 family
42453499	Gohir.D05G176100	Gohir.D05G176100.1	Gohir.D05G176100.1.p	PF03789,PF05920,PF03791,PF03790	PTHR11850,PTHR11850:SF100	KOG0773			GO:0003677,GO:0006355,GO:0005634	AT1G62360.1	BUM,BUM1,SHL,STM,WAM,WAM1	KNOX/ELK homeobox transcription factor
42452613	Gohir.D05G176200	Gohir.D05G176200.1	Gohir.D05G176200.1.p	PF00789,PF08059	PTHR23333,PTHR23333:SF26	KOG2086		K14012	GO:0005515	AT4G22150.1	PUX3	plant UBX domain-containing protein 3
42451234	Gohir.D05G176300	Gohir.D05G176300.1	Gohir.D05G176300.1.p	PF07816	PTHR35132,PTHR35132:SF1					AT4G22190.1		
42455828	Gohir.D05G176400	Gohir.D05G176400.1	Gohir.D05G176400.1.p	PF01738	PTHR10655,PTHR10655:SF20	KOG2112	3.1.1.5	K06130	GO:0016787	AT4G22300.1	SOBER1	carboxylesterases
42451844	Gohir.D05G176500	Gohir.D05G176500.1	Gohir.D05G176500.1.p		PTHR31903,PTHR31903:SF5					AT1G12020.1		
42454448	Gohir.D05G176600	Gohir.D05G176600.1	Gohir.D05G176600.1.p		PTHR33709,PTHR33709:SF2					AT4G22290.1		Ubiquitin-specific protease family C19-related protein
42452342	Gohir.D05G176700	Gohir.D05G176700.1	Gohir.D05G176700.1.p	PF08659	PTHR24322,PTHR24322:SF502	KOG0725		K11147		AT4G05530.1	IBR1,SDRA	indole-3-butyric acid response 1
42453286	Gohir.D05G176800	Gohir.D05G176800.1	Gohir.D05G176800.1.p	PF01786	PTHR31803,PTHR31803:SF10		1.10.3.11	K17893	GO:0055114,GO:0009916	AT4G22260.1	IM,IM1	Alternative oxidase family protein
42453287	Gohir.D05G176800	Gohir.D05G176800.2	Gohir.D05G176800.2.p	PF01786	PTHR31803,PTHR31803:SF10		1.10.3.11	K17893	GO:0055114,GO:0009916	AT4G22260.1	IM,IM1	Alternative oxidase family protein
42450964	Gohir.D05G176900	Gohir.D05G176900.1	Gohir.D05G176900.1.p	PF14226,PF03171	PTHR10209,PTHR10209:SF173	KOG0143	1.14.17.4	K05933	GO:0055114,GO:0016491	AT1G05010.1	ACO4,EAT1,EFE	ethylene-forming enzyme
42451322	Gohir.D05G177000	Gohir.D05G177000.1	Gohir.D05G177000.1.p	PF13920	PTHR12183	KOG4172				AT4G03965.1		RING/U-box superfamily protein
42451892	Gohir.D05G177100	Gohir.D05G177100.1	Gohir.D05G177100.1.p	PF04755	PTHR31906,PTHR31906:SF5					AT4G04020.1	FIB	fibrillin
42453850	Gohir.D05G177200	Gohir.D05G177200.1	Gohir.D05G177200.1.p	PF04844	PTHR33057,PTHR33057:SF13					AT4G18830.1	ATOFP5,OFP5	ovate family protein 5
42451269	Gohir.D05G177300	Gohir.D05G177300.1	Gohir.D05G177300.1.p	PF01148	PTHR13773,PTHR13773:SF13		2.7.7.41	K00981		AT4G22340.3	CDS2	cytidinediphosphate diacylglycerol synthase 2
42453442	Gohir.D05G177400	Gohir.D05G177400.1	Gohir.D05G177400.1.p	PF02298	PTHR33021,PTHR33021:SF31				GO:0009055	AT2G32300.1	UCC1	uclacyanin 1
42451268	Gohir.D05G177500	Gohir.D05G177500.1	Gohir.D05G177500.1.p	PF09298,PF01557	PTHR11820,PTHR11820:SF1		3.7.1.2	K01555	GO:0009072,GO:0004334,GO:0008152,GO:0003824	AT1G12050.1		fumarylacetoacetase, putative
42452279	Gohir.D05G177550	Gohir.D05G177550.1	Gohir.D05G177550.1.p	PF13855,PF00069	PTHR27000,PTHR27000:SF196	KOG1187	2.7.11.1		GO:0005515,GO:0006468,GO:0005524,GO:0004672	AT4G08850.1		Leucine-rich repeat receptor-like protein kinase family protein
42452190	Gohir.D05G177600	Gohir.D05G177600.1	Gohir.D05G177600.1.p	PF02115	PTHR10980,PTHR10980:SF18	KOG3205		K12462	GO:0005737,GO:0005094	AT3G07880.1	SCN1	Immunoglobulin E-set superfamily protein
42450466	Gohir.D05G177800	Gohir.D05G177800.1	Gohir.D05G177800.1.p	PF00240,PF00632	PTHR11254,PTHR11254:SF329	KOG0940	6.3.2.19		GO:0005515,GO:0004842	AT4G12570.1	UPL5	ubiquitin protein ligase 5
42450467	Gohir.D05G177800	Gohir.D05G177800.3	Gohir.D05G177800.3.p	PF00632	PTHR11254,PTHR11254:SF329	KOG0940	6.3.2.19		GO:0004842	AT4G12570.1	UPL5	ubiquitin protein ligase 5
42452445	Gohir.D05G177900	Gohir.D05G177900.1	Gohir.D05G177900.1.p	PF08569	PTHR10182,PTHR10182:SF12	KOG1566		K08272		AT5G47540.1		Mo25 family protein
42452816	Gohir.D05G178000	Gohir.D05G178000.1	Gohir.D05G178000.1.p	PF00459	PTHR20854,PTHR20854:SF4		3.1.3.93		GO:0046854	AT3G02870.1	VTC4	Inositol monophosphatase family protein
42452815	Gohir.D05G178000	Gohir.D05G178000.2	Gohir.D05G178000.2.p	PF00459	PTHR20854,PTHR20854:SF4	KOG2951	3.1.3.93,3.1.3.25	K10047	GO:0046854	AT3G02870.1	VTC4	Inositol monophosphatase family protein
42453540	Gohir.D05G178100	Gohir.D05G178100.1	Gohir.D05G178100.1.p	PF00514	PTHR23315,PTHR23315:SF129		6.3.2.19		GO:0005515	AT4G16490.1		ARM repeat superfamily protein
42453541	Gohir.D05G178100	Gohir.D05G178100.2	Gohir.D05G178100.2.p	PF00514	PTHR23315,PTHR23315:SF129		6.3.2.19		GO:0005515	AT4G16490.1		ARM repeat superfamily protein
42454794	Gohir.D05G178150	Gohir.D05G178150.1	Gohir.D05G178150.1.p	PF00083	PTHR23500,PTHR23500:SF149	KOG0254			GO:0055085,GO:0022857,GO:0016021	AT4G16480.1	ATINT4,INT4	inositol transporter 4
42453848	Gohir.D05G178200	Gohir.D05G178200.1	Gohir.D05G178200.1.p		PTHR31096,PTHR31096:SF16					AT1G16880.1		uridylyltransferase-related
42450680	Gohir.D05G178300	Gohir.D05G178300.10	Gohir.D05G178300.10.p	PF00076	PTHR24012,PTHR24012:SF332	KOG4205		K14411	GO:0003676	AT3G07810.1		RNA-binding (RRM/RBD/RNP motifs) family protein
42450681	Gohir.D05G178300	Gohir.D05G178300.11	Gohir.D05G178300.11.p	PF00076	PTHR24012,PTHR24012:SF332	KOG4205		K14411	GO:0003676	AT3G07810.1		RNA-binding (RRM/RBD/RNP motifs) family protein
42450682	Gohir.D05G178300	Gohir.D05G178300.12	Gohir.D05G178300.12.p	PF00076	PTHR24012,PTHR24012:SF332	KOG4205		K14411	GO:0003676	AT3G07810.1		RNA-binding (RRM/RBD/RNP motifs) family protein
42450683	Gohir.D05G178300	Gohir.D05G178300.13	Gohir.D05G178300.13.p	PF00076	PTHR24012,PTHR24012:SF332	KOG4205		K14411	GO:0003676	AT3G07810.1		RNA-binding (RRM/RBD/RNP motifs) family protein
42450678	Gohir.D05G178300	Gohir.D05G178300.8	Gohir.D05G178300.8.p	PF00076	PTHR24012,PTHR24012:SF332	KOG4205		K14411	GO:0003676	AT3G07810.1		RNA-binding (RRM/RBD/RNP motifs) family protein
42450679	Gohir.D05G178300	Gohir.D05G178300.9	Gohir.D05G178300.9.p	PF00076	PTHR24012,PTHR24012:SF332	KOG4205		K14411	GO:0003676	AT3G07810.1		RNA-binding (RRM/RBD/RNP motifs) family protein
42454267	Gohir.D05G178500	Gohir.D05G178500.2	Gohir.D05G178500.2.p							AT4G16460.3		
42449879	Gohir.D05G178600	Gohir.D05G178600.1	Gohir.D05G178600.1.p	PF01746	PTHR13563,PTHR13563:SF13	KOG2967	2.1.1.221	K15445		AT5G47680.1		
42452610	Gohir.D05G178700	Gohir.D05G178700.1	Gohir.D05G178700.1.p	PF03514	PTHR31636,PTHR31636:SF45					AT4G17230.1	SCL13	SCARECROW-like 13
42452609	Gohir.D05G178700	Gohir.D05G178700.2	Gohir.D05G178700.2.p	PF03514	PTHR31636,PTHR31636:SF45					AT4G17230.1	SCL13	SCARECROW-like 13
42452611	Gohir.D05G178700	Gohir.D05G178700.3	Gohir.D05G178700.3.p	PF03514	PTHR31636,PTHR31636:SF45					AT4G17230.1	SCL13	SCARECROW-like 13
42455374	Gohir.D05G178800	Gohir.D05G178800.1	Gohir.D05G178800.1.p	PF07058	PTHR31246,PTHR31246:SF5				GO:0008017,GO:0007010	AT4G17220.1	ATMAP70-5,MAP70-5	microtubule-associated proteins 70-5
42455373	Gohir.D05G178800	Gohir.D05G178800.2	Gohir.D05G178800.2.p	PF07058	PTHR31246,PTHR31246:SF5				GO:0008017,GO:0007010	AT4G17220.1	ATMAP70-5,MAP70-5	microtubule-associated proteins 70-5
42452537	Gohir.D05G178850	Gohir.D05G178850.1	Gohir.D05G178850.1.p									
42452612	Gohir.D05G178900	Gohir.D05G178900.1	Gohir.D05G178900.1.p		PTHR22814,PTHR22814:SF79	KOG1603				AT4G16380.1		Heavy metal transport/detoxification superfamily protein 
42452490	Gohir.D05G179000	Gohir.D05G179000.1	Gohir.D05G179000.1.p	PF00403	PTHR22814,PTHR22814:SF79	KOG1603			GO:0046872,GO:0030001	AT4G16380.1		Heavy metal transport/detoxification superfamily protein 
42453294	Gohir.D05G179050	Gohir.D05G179050.1	Gohir.D05G179050.1.p		PTHR22814,PTHR22814:SF117					AT4G16380.2		Heavy metal transport/detoxification superfamily protein 
42453049	Gohir.D05G179100	Gohir.D05G179100.1	Gohir.D05G179100.1.p	PF00403	PTHR22814,PTHR22814:SF94	KOG1603			GO:0046872,GO:0030001	AT5G50740.1		Heavy metal transport/detoxification superfamily protein 
42450102	Gohir.D05G179200	Gohir.D05G179200.1	Gohir.D05G179200.1.p									
42451621	Gohir.D05G179300	Gohir.D05G179300.1	Gohir.D05G179300.1.p	PF00808	PTHR11064,PTHR11064:SF20					AT5G47670.1	L1L,NF-YB6	nuclear factor Y, subunit B6
42454109	Gohir.D05G180000	Gohir.D05G180000.1	Gohir.D05G180000.1.p	PF00348	PTHR11525,PTHR11525:SF5	KOG0711	2.5.1.10,2.5.1.1	K00787	GO:0008299	AT5G47770.1	FPS1	farnesyl diphosphate synthase 1
42451438	Gohir.D05G180100	Gohir.D05G180100.1	Gohir.D05G180100.1.p	PF00365	PTHR13697,PTHR13697:SF11	KOG2440	2.7.1.11	K00850	GO:0006096,GO:0003872	AT5G47810.1	PFK2	phosphofructokinase 2
42451822	Gohir.D05G180200	Gohir.D05G180200.2	Gohir.D05G180200.2.p	PF05691	PTHR31268,PTHR31268:SF11		2.4.1.82	K06617		AT3G57520.1	AtSIP2,SIP2	seed imbibition 2
42452177	Gohir.D05G180300	Gohir.D05G180300.1	Gohir.D05G180300.1.p	PF00025	PTHR24073,PTHR24073:SF545	KOG0098	3.6.5.2	K07877	GO:0005525	AT4G17170.1	AT-RAB2,ATRAB-B1B,ATRAB2A,ATRABB1C,RAB-B1B,RAB2A,RABB1C	RAB GTPase homolog B1C
42452025	Gohir.D05G180400	Gohir.D05G180400.1	Gohir.D05G180400.1.p	PF01501	PTHR32116,PTHR32116:SF7		2.4.1.43		GO:0016757,GO:0047262	AT5G47780.1	GAUT4	galacturonosyltransferase 4
42452128	Gohir.D05G180500	Gohir.D05G180500.1	Gohir.D05G180500.1.p	PF12695	PTHR12277,PTHR12277:SF58	KOG1552	3.1.1.23			AT4G17150.1		alpha/beta-Hydrolases superfamily protein
42452126	Gohir.D05G180500	Gohir.D05G180500.10	Gohir.D05G180500.10.p	PF12695	PTHR12277,PTHR12277:SF58	KOG1552	3.1.1.23			AT4G17150.1		alpha/beta-Hydrolases superfamily protein
42452127	Gohir.D05G180500	Gohir.D05G180500.11	Gohir.D05G180500.11.p	PF12695	PTHR12277,PTHR12277:SF58	KOG1552	3.1.1.23			AT4G17150.1		alpha/beta-Hydrolases superfamily protein
42452129	Gohir.D05G180500	Gohir.D05G180500.12	Gohir.D05G180500.12.p	PF12695	PTHR12277,PTHR12277:SF58	KOG1552	3.1.1.23			AT4G17150.1		alpha/beta-Hydrolases superfamily protein
